property_type,stars,score,area,ghg_total,ghg_intensity,electricity,natural_gas,eui_site,eui_source,eui_site_wn,eui_source_wn
Multifamily Housing,3.5,76,61861,378,6.1,1438932.5,2609528.3,65.4,109.4,63.3,106.2
Multifamily Housing,1.5,34,170645,1611.9,9.4,6093606.8,11261593.5,101.7,169.3,101.9,169.5
Senior Care Community,4,81,144411,1074,7.4,4718123.8,5442799.9,70.4,131.1,72.4,133.2
Multifamily Housing,2.5,54,1256710,8070.4,6.4,20165517.1,88781842.6,86.7,119.1,87.9,120.4
Multifamily Housing,3,68,115362,731.3,6.3,2766650.9,5101887.5,68.2,113.6,68.5,112.1
Senior Care Community,1,10,60500,553.2,9.1,1897307.4,4472999.6,105.3,165.4,106.4,166.7
Senior Care Community,3.5,52,89556,702.2,7.8,2671814.4,4852199.9,84,140.4,83.6,138.9
Multifamily Housing,3.5,76,400000,2501.6,6.3,9080959.5,18655553.8,69.3,112.5,67.4,109.6
K-12 School,1.5,37,77794,662.7,8.5,2165315.3,5694452.9,101,154.8,99.8,153.5
Office,4,56,77760,713.7,9.2,3711890.9,1810644.1,71,158.1,68.5,152.5
Multifamily Housing,2,46,99530,925.7,9.3,2604819.7,9270026.9,119.3,171.1,121.9,172.4
Multifamily Housing,3,67,354787,2342.4,6.6,9121729.5,15529228,69.5,117.9,67.2,114
Multifamily Housing,4,83,78055,567,7.3,2781206.5,1963045.8,60.8,126.2,60.3,124.8
Multifamily Housing,4,90,129735,640.1,4.9,1486320.8,7395660.1,68.5,91.9,68.5,91.8
Office,4,60,417395,5226.9,12.5,31338199.8,250406.3,75.7,210.9,76.8,213.9
Multifamily Housing,3.5,52,240000,1645.4,6.9,7352580.2,7949408.9,63.8,120.6,63.8,119.7
K-12 School,4,66,94900,635.7,6.7,1409641.2,7553457,94.4,125.2,89.5,119.9
K-12 School,1.5,39,121557,1081.6,8.9,3913014.7,8107268.1,98.9,160.2,95.5,156.1
Senior Care Community,3.5,60,76000,548.7,7.2,1925337,4299599.6,81.9,130.3,82,129.8
K-12 School,3.5,72,106010,605,5.7,2597928.9,3253357.7,55.2,100.8,53.5,99
K-12 School,3.5,79,91800,464.8,5.1,1503670.4,4040446.4,60.4,92.1,58.5,90.1
K-12 School,0,31,70000,536.7,7.7,1352101.6,5870268.2,103.2,142.1,103.8,143
Multifamily Housing,3,42,250000,1858.8,7.4,8670212.7,7840286.8,66,130,65.9,129.7
Multifamily Housing,3.5,56,165000,1074.3,6.5,3813063.5,8282590.5,73.3,117.4,69.8,112
Multifamily Housing,4,77,574065,3565.1,6.2,14564528,21501621.7,62.8,110.4,60.5,106.4
Multifamily Housing,2,43,64622,588.8,9.1,1350329.7,6855400,127,169.9,126.3,167.9
Multifamily Housing,1,28,379492,3289.5,8.7,13983955.8,18132737.9,84.6,153.3,82.4,149.7
Multifamily Housing,1,29,72900,572.7,7.9,1751400.1,5295904.4,96.7,143.5,93.3,138.5
K-12 School,4,88,105351,408.7,3.9,695545.8,5515345.5,59,73.5,56,70.3
Office,3,58,580000,5212.7,9,14555035.8,41804376.5,115.8,162.9,116.8,164
K-12 School,1,26,415577,4811.9,11.6,25952313.5,9307864.1,84.8,198.4,85.5,199.5
Multifamily Housing,4,90,221335,1241.3,5.6,4791488.7,8362105.3,59.4,100.3,59.5,100.4
Multifamily Housing,1,25,289267,2558.1,8.8,4488018.6,34105377.6,133.4,167.2,135.4,168.9
Multifamily Housing,3,65,509567,3381.8,6.6,16089460,13274847.8,57.6,115.8,57.1,115.2
K-12 School,2,43,137971,913,6.6,2422958.4,9600505.1,87.1,122.2,84.3,119.6
Multifamily Housing,1.5,38,236816,1962.8,8.3,4769658.7,22014471.8,113.1,154,114.6,155.6
Hotel,1.5,33,359000,4488.8,12.5,22822506.3,13028352.8,99.9,216.1,98.8,212.7
Multifamily Housing,3.5,78,497000,3231.8,6.5,8848581.9,33130287.8,84.5,119.8,85.6,121
Senior Care Community,1.5,31,60500,610.1,10.1,2438112.8,3849099.9,103.9,179.6,104.5,180.5
K-12 School,2,44,69329,536.7,7.7,1562716.1,5210747.2,97.7,142,94,138.1
K-12 School,1,18,102703,975.7,9.5,2736042.2,9800489,122.1,174.8,122.9,175.8
Multifamily Housing,1,7,108254,1098.3,10.1,3090572.5,10997078.6,130.1,186.6,131.9,188.3
Retail Store,1,13,106207,1864.9,17.6,11122267,273503.1,107.3,295.9,104.6,288.7
Multifamily Housing,3,66,51000,627.9,12.3,1552654.5,6958653.3,166.9,228.5,163.6,225
Multifamily Housing,1,25,291068,2193.1,7.5,8264379.2,15403558.3,81.3,135.1,81.3,133.3
Multifamily Housing,2.5,52,225000,1402.2,6.2,5184110.9,10162427.6,68.2,111.9,67.9,110.4
K-12 School,1.5,37,165513,1181.1,7.1,4406601.4,8433814,77.6,128.1,75.8,126.2
Multifamily Housing,4,99,230377,684.2,3,1368092.6,8596854,43.3,55.8,44,56.6
Multifamily Housing,3.5,72,131782,804.6,6.1,1974500.5,8963135.9,83,113.4,83.4,112.6
Multifamily Housing,3.5,76,88776,548.1,6.2,1825331.3,4601609.9,72.4,112,69.8,108.2
Office,2.5,42,160475,1723.2,10.7,7681578.9,8383171.8,100.1,188.9,99.9,187.7
Retail Store,1,13,115928,1435.7,12.4,7650475.1,3067985.8,92.5,212.6,91.1,211.1
Multifamily Housing,4,81,77000,554,7.2,1178924.5,6738562.6,102.8,134.8,103.7,134.7
Multifamily Housing,2.5,59,106272,859.4,8.1,3000540.1,6781975.9,92.1,146.1,91.5,143.7
Office,4,55,454346,6410.1,14.1,38324266.4,646720,85.8,237.7,83.3,230.7
Multifamily Housing,2.5,36,169377,1395.2,8.2,4832797.7,11130863.6,94.2,148.9,94.7,149.4
Multifamily Housing,2,47,115533,892.7,7.7,2143029.8,10093859.3,105.9,143.7,108.3,144.3
K-12 School,1.5,39,76800,579.2,7.5,2089899.5,4358770,84,135.8,80.6,131.6
Multifamily Housing,4,100,187888,780.8,4.2,3653876.7,3256319.1,36.8,72.6,36.3,72.1
Multifamily Housing,1,24,99696,1243.8,12.5,1865609.9,17574266.1,195,237.5,197.8,240.5
Multifamily Housing,1,29,57000,438.3,7.7,1597334.6,3248315.8,85,138.3,84.7,138
Multifamily Housing,4,74,333444,1945.1,5.8,6345555.7,16745552.1,69.3,106,69.3,105.9
Multifamily Housing,4,65,252504,1874.6,7.4,8875318.3,7494724.7,64.8,129.6,63,126.4
Multifamily Housing,2,46,113947,873.6,7.7,2708902.8,7963401.3,93.7,139.9,90.4,135.2
Multifamily Housing,4,91,51840,236.4,4.6,505931.4,2866438.9,65.1,85.4,66.1,86.4
Multifamily Housing,3,48,283145,1654.4,5.8,5826624.6,12897948.5,66.1,105.4,67,106.2
Supermarket/Grocery Store,2.5,53,72651,2133,29.4,11166800.4,5183000,225,505.3,221.9,500.2
Multifamily Housing,3.5,71,250000,1507.9,6,5754000.2,10366900.6,64.5,108,64.4,106.4
Multifamily Housing,4,96,391514,1725.7,4.4,8198490.1,6810900.2,38.3,76.9,38.6,77.2
Multifamily Housing,2,46,60000,412.4,6.9,1084456.4,4367014.6,90.9,127,88.3,123.2
Multifamily Housing,1,20,289267,2667.5,9.2,4959451.2,34687089.4,137.1,173.9,138.7,174.8
Multifamily Housing,1.5,40,176450,1148.1,6.5,1890220.7,15694830,99.7,123.4,101,124.6
Office,2.5,48,104711,1187.9,11.3,5537000.4,5021244.3,100.8,198.4,101.3,198.9
Multifamily Housing,4,92,58321,334.6,5.7,771460,3883512.6,79.8,107,81.7,108
Multifamily Housing,3.5,52,396140,2900.6,7.3,10956140.1,20293254.1,78.9,131.2,79.2,130.5
Multifamily Housing,4,89,674974,3705.5,5.5,20052375.2,6956972.4,40,94,39.7,93.1
Multifamily Housing,1,1,190893,2721.7,14.3,4922980.3,35822790,213.4,269.3,205,258.1
Multifamily Housing,4,96,574600,2373.5,4.1,8137439.2,19199332.4,47.6,74.7,46.1,72.1
Multifamily Housing,3.5,59,89356,839.8,9.4,3165094.4,5897140.2,101.4,168.5,101.5,166.8
Multifamily Housing,2,26,60000,630.8,10.5,3021077.3,2414280.6,90.6,183.2,89.2,179
Office,3.5,67,1281114,12157.2,9.5,57907406.3,47509400.6,82.3,165.5,80.9,164.2
Multifamily Housing,4,98,302787,1267.5,4.2,6110776,4723504.4,35.8,72.9,34.9,70.3
Multifamily Housing,2.5,55,95500,619.3,6.5,873151.3,8924661.3,102.6,123.7,102.3,123
Multifamily Housing,4,94,66649,365.3,5.5,1118238.6,3374924.5,67.4,100.1,68.1,100.9
Office,4,76,182250,1110.5,6.1,3390808.1,10287475.5,75.1,111.4,72.5,102.8
Multifamily Housing,1,16,96384,778.8,8.1,1823430.8,8951952.6,111.8,150.5,112.4,149.5
Multifamily Housing,2,46,77280,547.9,7.1,1292496.3,6267013.3,97.8,132,97.6,130.8
Multifamily Housing,4,98,61700,238.1,3.9,724807.7,2213389.8,47.6,70.6,46.1,68.2
Multifamily Housing,2,45,125000,973.8,7.8,4401466.4,4548360.6,71.6,136.8,69.1,132.2
Multifamily Housing,3.5,57,126620,883.9,7,3249175.9,6465031.3,76.7,125.5,74,121.3
Multifamily Housing,3,50,51008,394.7,7.7,2119510.5,791651.6,57.1,132.6,56.2,130.1
K-12 School,1.5,36,78700,628.1,8,1554087.5,6957627.1,108.2,148.1,106,145.9
Multifamily Housing,3.5,74,90780,519.6,5.7,1126376.3,6254290.9,81.3,107.1,82.6,108.4
Hospital (General Medical & Surgical),1,9,3888568,113296.6,29.1,466597141.6,362280220.6,276.8,510.4,273.1,502
Multifamily Housing,3,61,61535,335.1,5.4,414155.4,5010999.8,88.2,104.4,89.2,105.2
Multifamily Housing,4,95,96474,423.6,4.4,1665537.1,2757990.5,45.9,78.4,45,77.5
Multifamily Housing,3,65,343718,2536.9,7.4,8988958.4,19608388.5,83.2,133.1,82.8,130.3
Multifamily Housing,2.5,39,122200,1095.1,9,5505906.9,3372462,72.7,155.1,70.9,149.9
Multifamily Housing,4,90,350000,1556.8,4.4,3011649.6,19877825,65.4,83.7,66.4,84.8
Multifamily Housing,2,29,117024,905.3,7.7,2915004.7,7914256,92.5,140.8,93.2,140.4
Multifamily Housing,4,67,330285,2165.4,6.6,7548490.4,17125337.1,74.7,118.4,73.8,117.5
Multifamily Housing,1,28,150463,1395,9.3,5263542.3,9778309.7,100,166.2,102,167.6
Multifamily Housing,4,82,58000,562.4,9.7,1774901.2,5028886.3,117.3,176.7,118.6,178
Office,4,59,128486,990.9,7.7,3918664.9,6381060.6,80.2,137.5,77.6,134.2
Worship Facility,1,15,216000,1838.7,8.5,8530269.5,7899277,76.1,149,74.1,146.9
Retail Store,2.5,60,1841736,13826.4,7.5,61798894.6,66747700,69.8,132,68.4,130.4
Multifamily Housing,3.5,77,139105,899.8,6.5,3131212.9,7133675.6,73.8,116.9,73.9,115.4
Multifamily Housing,1.5,35,430330,3818,8.9,13454901.3,29738787.8,100.4,160.1,100.7,158.9
Multifamily Housing,4,87,51330,336.3,6.6,711354.2,4102871.6,93.8,122.7,96,124
Financial Office,3,67,580000,5128.4,8.8,23509260,22917799.5,80,155,78.5,152.4
Multifamily Housing,4,100,130268,345.9,2.7,984307.4,3430020.6,33.9,48.8,33.2,48.1
Multifamily Housing,3.5,75,64264,457.5,7.1,1118641.3,5109582.5,96.9,132.2,93.5,127.4
Multifamily Housing,1,1,146499,18453.6,126,3296568.6,337102993.2,2323.6,2479.1,2323,2477.4
Multifamily Housing,1,9,101200,809.1,8,1732582.9,9807020.8,114,149.7,115.7,151.5
K-12 School,2,46,165364,1131.8,6.8,4584233.5,6950506.1,69.8,121.8,69.6,121.6
Bank Branch,1,11,63034,631.4,10,2404524.1,4355216.4,107.2,179.4,105,177
Office,1,19,61357,711.6,11.6,3305326.9,3045270.4,103.5,203,100.1,197.8
K-12 School,4,70,79665,648.2,8.1,2503575.8,4362484.4,86.2,145.5,87.5,146.7
Multifamily Housing,4,91,50000,260.2,5.2,873489.1,2163628.9,60.7,94.4,59.4,93
Multifamily Housing,4,81,115000,641.4,5.6,2105862.5,5480300.2,66,101.3,65.7,99.6
Retail Store,3.5,79,68000,219.9,3.2,519646.6,2512295.7,44.6,60.2,43.1,58.6
Multifamily Housing,1,30,62100,933,15,3421860.7,6848688.2,165.4,270.1,165,266.1
Residence Hall/Dormitory,3,63,104965,940.1,9,2841639.8,6798410.2,105.5,156.3,105.9,156.6
Office,4,69,1687710,18215,10.8,109041958.4,1399085.3,65.4,181.8,64.6,179.4
K-12 School,4,83,74643,329.9,4.4,994158.5,3096601.2,54.8,80.9,52.4,78.3
Multifamily Housing,4,74,217600,1483.6,6.8,4800632.8,12894665.5,81.3,124,82.4,125.1
Multifamily Housing,3.5,59,99500,488.4,4.9,221053.2,8503516,87.7,96,88.5,96.8
Office,4,60,1930764,22344.7,11.6,98797701.4,45409960.3,99.2,190.3,98.3,189.5
Medical Office,1,23,53403,1048.8,19.6,6300343.3,12119.4,118.2,330.6,118.2,330.6
Multifamily Housing,3.5,71,191459,1176,6.1,1909326.2,16161000.6,94.4,116.6,95.6,117.9
Multifamily Housing,1,8,97949,1128.5,11.5,5804951.6,3065078.4,90.6,198.8,88.9,193.9
Multifamily Housing,3.5,76,252097,1590.9,6.3,5337053.8,13234887.7,73.7,114.4,71.4,110.9
Office,4,58,2662457,26768.6,10.1,160131028.6,2311475.9,61,169.3,61.3,170.2
Supermarket/Grocery Store,2.5,60,71923,2136.8,29.7,11189759.8,5181799.9,227.6,511.3,224.2,507.2
Multifamily Housing,4,64,59310,392.8,6.6,764144.7,5001069.7,97.2,124.6,97.1,123.9
Multifamily Housing,1.5,39,356786,3074.8,8.6,13209022.3,16517779.1,83.3,152.3,80.8,147.5
K-12 School,2.5,31,60934,479.6,7.9,1356593.8,4780896.3,100.7,144.7,99.8,143.8
Multifamily Housing,3,67,52500,313.9,6,893067.1,3113397.3,76.3,109.9,76.7,109.7
Multifamily Housing,2,43,140841,980.1,7,1754215,12958248.5,104.5,131.5,107.9,134.8
Hotel,1.5,27,907563,11376.2,12.5,38727803.6,57124299.3,145.3,221.7,144.2,220.6
Multifamily Housing,4,67,382715,2559.8,6.7,14049582.2,4188159.9,47.7,114.3,48.1,115.5
Multifamily Housing,4,95,105000,488.2,4.6,1458920,4622232.7,57.9,85.1,58.4,85.3
Multifamily Housing,0,43,214368,1925.2,9,8001283.3,11185041.5,89.5,159.3,89.4,158.2
Senior Care Community,1,3,60000,577,9.6,1950886.1,4753200.1,111.7,174.2,111.8,173.6
Multifamily Housing,3.5,60,145920,1049.6,7.2,3625577.6,8404979.9,82.4,130,83.5,131.2
Worship Facility,1,1,91800,4563.6,49.7,1772308.5,80368447.6,894.8,973.3,894.3,971.9
Multifamily Housing,1.5,31,59310,493,8.3,1056921.6,5971709.9,118.5,155.6,118.4,155.1
Multifamily Housing,4,91,75600,438.8,5.8,945839.2,5299764.8,82.6,108.6,80.6,106.2
Multifamily Housing,1,10,102000,998.2,9.8,2392520.3,11299899.7,134.2,182,136.7,184.6
Multifamily Housing,4,84,453153,2782.3,6.1,9369601.1,23036354.3,71.5,111.3,72,111
Multifamily Housing,1.5,37,182246,1487,8.2,3372410.6,17432198.8,114.2,152.2,115.9,154.1
Hotel,3.5,51,949542,10779.1,11.4,44596341.3,63255988.9,113.6,201.5,111.7,199.2
Office,4,90,120593,412.8,3.4,2253476.6,713185.8,24.6,58.5,24.6,58.4
Multifamily Housing,2.5,31,369145,3074.4,8.3,12948983.6,17324420.2,82,147.5,80.4,145.8
Multifamily Housing,1,11,305000,3077.4,10.1,7506853.8,34426530.7,137.5,187.4,126.6,174.1
K-12 School,4,86,98019,402.5,4.1,685357.9,5430988.3,62.4,77.8,59.8,75
Multifamily Housing,4,98,155000,657.2,4.2,2783820.1,3653278.2,41.5,75,41.6,75.1
Multifamily Housing,1.5,34,95000,753.4,7.9,2892206.4,5126408.6,84.4,141.9,81.3,136.6
Multifamily Housing,4,75,97600,605.1,6.2,1064342.7,8058101.3,93.5,117.2,93.1,116.8
Multifamily Housing,1,3,317830,4036.4,12.7,11500227.9,39972443.7,162,233.4,164.3,235.8
Office,4,56,85007,811.3,9.5,4876406.5,23.2,57.4,160.6,56.8,159
Office,1,17,411500,6473.4,15.7,24804772.6,44182998.1,167.6,281.5,170.1,284.8
K-12 School,1,8,105300,1473.7,14,8440568.1,1307534.4,92.6,237.5,92.6,237.5
Multifamily Housing,2,44,171630,1115.4,6.5,1288681.7,16963063.1,106.3,124.8,106.8,125.3
Office,4,80,149585,1035.9,6.9,4362477.4,5838966.1,68.2,122.6,65.4,118.5
Multifamily Housing,4,96,79250,616.8,7.8,2648691.2,3316647.6,75.3,137.5,75.6,137.9
K-12 School,1,17,136289,1529.1,11.2,7190854.8,6265112.2,98.7,196,96,190.4
K-12 School,3.5,73,124950,627.1,5,1347008.1,7588376.6,71.5,94,68.8,91.1
K-12 School,1,9,209971,2922.8,13.9,12707417.4,15227062.2,133,245.6,131.8,245.2
K-12 School,4,78,125430,668.9,5.3,2094579.7,6033064.3,64.8,97.3,63.1,95.4
Multifamily Housing,1.5,35,241151,1979,8.2,10013636.5,5895293.7,66,141.9,65.6,140.5
Multifamily Housing,4,87,131000,707.6,5.4,2428395.1,5716000,62.2,97.7,62.1,96.5
Senior Care Community,2,28,67385,672.4,10,2409512.4,5111580.1,111.6,179.8,111,177.5
Retail Store,1,8,107750,1702.4,15.8,7402252.1,8865751,151,278.8,145.3,269.9
Supermarket/Grocery Store,2,48,67169,1793.8,26.7,9062446,5386561.3,215.1,462,214.3,459.8
Hotel,1,6,100535,1791.8,17.8,9436261.3,4178010.2,135.4,306.4,134.7,305.6
Multifamily Housing,3,70,502995,3454.5,6.9,18462048.8,7211445.9,51,117.8,50.5,116.1
Multifamily Housing,1,6,59310,622.4,10.5,1051708.1,8424100.2,159.8,198.8,159.8,198.8
Residence Hall/Dormitory,4,99,56200,198.9,3.5,953003.3,758946.2,30.5,61.7,30.5,61.7
Multifamily Housing,3.5,75,464164,2697.6,5.8,9735841.7,20293759.2,64.7,104.6,64.9,103.8
Mixed Use Property,4,87,1086996,6464,5.9,32267239.6,20632417.2,48.7,103,47.6,100.5
Multifamily Housing,2,29,490146,4191.8,8.6,24262343,2926357.2,55.5,144.9,54.3,141.4
Multifamily Housing,2.5,54,123391,990.7,8,4012785,6083975,81.8,142.8,81.3,141.4
K-12 School,1.5,34,107729,802.1,7.4,2956645.4,5839879.3,81.7,133.8,81.3,133.4
Multifamily Housing,4,100,172500,452.4,3,2069532.4,3384519.4,36.4,62.3,36.4,62.3
Multifamily Housing,3.5,74,249095,1434,5.8,3345590.2,18702028.9,88.5,116.4,94.1,121.1
Multifamily Housing,4,61,628921,2964.6,6.2,12050982.7,23409626.6,74.4,122.4,78.1,125.3
Multifamily Housing,4,97,449107,1390,3.6,8029855.4,4577299.5,32.2,69.7,32.4,68.2
Multifamily Housing,4,90,64644,263.1,4.8,1101240.1,1992554,56.9,95.1,58.8,95.8
Senior Living Community,4,67,130428,612.4,7.4,2990656.6,3488389.8,77.8,144.5,82,149.8
Office,4,94,632163,2622.9,4.1,18318604.9,123162.3,29.2,81.3,29.2,81.3
Multifamily Housing,4,100,102874,359.7,3.9,1381911.2,3055279.6,48.7,77.6,51,80
K-12 School,1,26,89103,677.9,7.6,3055820,4545240,85.3,149.6,91.5,156.1
Multifamily Housing,1,10,121000,1154.3,9.5,8082059,0,66.8,187,70.1,196.4
Multifamily Housing,1,16,122400,1093.5,8.9,3813803.9,10332699.7,115.6,175.9,124.1,184.9
Office,4,100,82712,119.1,1.4,327374.8,1361469,20.4,28.4,22.4,30.5
Multifamily Housing,4,99,126000,376.1,3.5,1999277.8,1704904.3,34.3,68.4,35.4,68.7
Hotel,3.5,54,907563,8154.9,9,32212125.6,44031717.8,109.4,173.4,111,175.4
Multifamily Housing,4,91,650925,2251.4,4.4,7989218.5,20903799.1,56.2,86.2,60.4,90.1
Multifamily Housing,1,13,160528,1144.6,7.6,5863750.6,5781202.2,76.9,148.4,80.9,154.7
Multifamily Housing,3,43,113088,884.4,7.8,3706946.9,6681891.3,91.9,153.8,96.9,157.6
Multifamily Housing,2.5,53,328617,1885,7,6474703.3,18077916.3,90.8,137.3,96.1,141.5
K-12 School,2,48,95265,572.5,6,3122652.2,2381370,57.8,118,60.1,119.4
Multifamily Housing,2,47,431149,2479.3,6.9,7866168.1,25526062,93.5,136.8,101.9,145
Office,2.5,53,1526102,13824.4,9.1,64870752.4,85834798.1,98.8,178.1,102.3,181.8
Multifamily Housing,4,86,281528,1166.3,4.5,2787218.4,14463521.2,66.6,88.8,72.6,93.8
Multifamily Housing,3,62,149524,814.8,5.4,3076848.5,7066575,67.8,107.2,72,110.4
Office,2.5,55,236216,2084.2,8.8,14592851,0,61.8,173,63.5,177.9
Office,2,41,387041,1749.1,10.5,10159840.7,5611220.1,95,206.8,97.8,206.2
Multifamily Housing,4,96,250200,960.6,4.4,1584135.6,13826466.9,69.8,85.8,76.7,93.1
Multifamily Housing,3.5,80,62800,380.9,6.1,2207931.5,1233428.2,54.8,119.1,56.6,121.5
Senior Living Community,3,67,69455,481.3,6.9,1973620.2,3754999.9,82.5,136.3,86.8,139.3
Multifamily Housing,3.5,77,605856,2792.5,4.6,10170312.2,25227300.3,58.4,90.7,62.4,94.2
Multifamily Housing,4,86,80000,373.5,4.7,1608660.1,2706485.4,53.9,91.8,56.3,92.8
Multifamily Housing,1,11,649737,3936.4,9.8,15585401.8,32202499.3,118.5,192.1,127.1,201.1
Multifamily Housing,2,46,1122828,5786.8,5.7,32300445.2,22092652.3,53.9,112.5,55.5,114.2
Senior Living Community,1,7,147129,1803.7,12.3,10911064.2,4619300,105.6,240.6,110,249.3
Multifamily Housing,3,61,597736,3221.4,5.4,14284123,22239779.7,61.1,106,64.6,108.5
Multifamily Housing,2,45,133560,812.9,6.1,1984223.7,9968102.9,89.5,120,95.4,124.3
K-12 School,2.5,59,101364,543.5,5.4,1616821.2,5884260.1,74,105.6,81.7,114.8
Multifamily Housing,3,63,541521,2576.7,5.6,10808755.4,19446579.2,65.2,109.2,68.5,110.9
Multifamily Housing,4,84,55892,182.4,3.8,888813.4,1043441.9,40.7,75.4,40.7,75.4
Multifamily Housing,2.5,58,590021,3819.2,6.5,18500007.3,22157536.2,68.9,127.2,71.2,128.5
Hospital (General Medical & Surgical),2.5,51,312898,6577.1,21,35409974.8,28610401.1,204.6,412.9,204.4,408.2
Multifamily Housing,4,83,89650,467.9,5.2,2806775,1262082.6,45.4,102.4,46.3,104.2
Medical Office,4,77,212511,2161.8,10.2,8225325.5,0,108.7,192.5,106.6,186.9
K-12 School,3.5,71,57350,338.6,5.9,1462557.2,2442300.1,68.1,116.1,73.8,122.2
Office,4,98,62555,146.8,2.3,233128.3,2137763.2,37.9,46.3,41.7,50
Office,2.5,34,78751,664.2,8.4,4650324,0,59.1,165.3,59.3,166
Office,3.5,78,1073992,6197.1,6,43136858.3,668274.1,42.6,118.1,43.6,120.8
Multifamily Housing,4,96,138636,626.8,4.5,2046606.3,6297280.1,60.2,89,65.4,93.8
Multifamily Housing,3.5,54,137870,695.6,6.5,1834216.5,8164000.1,93.4,128.1,100,134.2
K-12 School,3,46,64558,395.6,6.1,1344307.5,3833870.2,80.2,120.7,87.2,128
Hotel,2.5,33,100535,1103.9,11,6568209.2,3121325,96.4,215.5,99.2,218.5
Office,4,98,81887,178.9,2.2,1130757.3,327600,17.8,42.9,18.5,43.5
Hotel,4,82,239678,1699.5,7.1,9126895.3,7453619.6,69.2,139.3,71.3,141.5
Office,1.5,38,126727,1083.7,10.3,4136626.9,9279622.2,128.1,203.7,132.8,208.6
K-12 School,4,90,84116,284.9,3.4,1172161.9,2212130.2,40.2,66.6,43.4,69.9
Multifamily Housing,4,100,131500,314.9,3.4,721395.7,3988882.8,50.1,66,52.9,68.6
Multifamily Housing,3,44,76690,543.6,7.1,2901954.1,2431620,69.5,139.2,69.5,139.2
K-12 School,3.5,72,75176,348,4.6,1110127,3566300.1,62.2,91.2,68.4,97.6
Multifamily Housing,4,94,706415,3234.8,4.9,18885188,10118685,44.1,96.6,44.1,96.6
Multifamily Housing,3.5,74,78000,390.9,5,2298237.9,1179592.2,44.6,98.4,45.8,99.8
Multifamily Housing,2,22,249616,1731.8,7.7,6784182,14361538.1,94.1,151.7,101.2,157.5
Multifamily Housing,1,10,115973,1029.9,10.3,2770230.1,11940500.1,147.6,203.6,161.2,216.1
K-12 School,1.5,35,78700,530.8,6.7,1139459.9,6929750.2,102.5,133,115.1,146.2
Office,4,100,312000,1273.4,4.1,8915402.5,0,28.6,80,28.6,80
K-12 School,1,12,73350,675.5,9.2,2793137.2,5207570.4,109.1,181.2,117.2,188.8
Multifamily Housing,1,23,428000,3083,7.6,20620695,2595164.3,57.6,149.9,58.3,150.7
Multifamily Housing,2.5,58,31672,187.6,5.9,1313551.4,0,41.5,116.1,41.2,115.3
Multifamily Housing,4,99,345904,962.1,3.5,3944688.3,7506462.7,41.1,67.9,43.5,69.7
Multifamily Housing,2.5,59,186552,945.8,6.1,2755473.2,10397073.6,84.4,119.6,92.4,126.7
Multifamily Housing,3.5,56,175456,1132.1,6.5,7926366,0,45.2,126.5,47.8,133.9
Multifamily Housing,4,88,204036,759.9,4.9,3812944.1,4053390.2,50.7,96.2,52.2,97.3
Office,1.5,33,162153,1805.8,11.1,9529009.7,8375340.9,110.4,218.8,114.5,221.7
Multifamily Housing,2.5,57,362107,1701.5,5.7,5994321,15914964.5,73.2,112,77.4,114.3
Multifamily Housing,4,61,76764,430.9,5.6,2315646.9,1885224.1,54.7,110.3,56.4,112
Multifamily Housing,3.5,71,81600,425.7,5.2,879622.5,5649999.8,80,102.9,87,109.8
Multifamily Housing,4,81,80064,325.4,4.1,799525.8,3977083.6,59.7,80.1,63.4,82.8
Office,3.5,76,859786,5218.1,6.1,21818218.2,22096230.8,71.6,116.7,72.4,117.9
Multifamily Housing,2,44,179090,1323.6,7.4,3124563.6,16517017.8,109.7,145.7,119.6,155
Multifamily Housing,3,68,90000,380.5,4.2,1186937.2,3971543.3,57.3,83.3,60.5,85.1
Multifamily Housing,2,46,407616,2326.4,7.7,10207943.1,16349731.8,88.2,151.9,93.9,157.9
Multifamily Housing,4,61,52193,300.6,5.8,820965.4,3451440,81.9,113.5,86.4,117.5
Multifamily Housing,3.5,72,280827,1353.8,5.8,7180185.5,6180442,57.4,114.3,59.6,116.6
Office,4,69,677385,4947.3,7.3,23869082.7,28959598.6,78,143.6,81,146.4
Multifamily Housing,4,91,67346,275.2,5.3,630887.7,3483855,78.6,103.6,84.8,110.1
Office,2.5,56,231521,1841.5,8,9055216,10321457.6,83.7,156.3,89,161.9
Office,1,29,140445,826.5,9.7,5784524,6528.6,68.1,190.6,68.1,190.6
Multifamily Housing,4,100,131625,495.7,3.8,1504692,5287080.8,51.6,74.2,56.1,78.1
Multifamily Housing,3.5,76,150526,509.1,4.6,1632273.5,5195458.6,61.8,90.7,65.3,92.7
Retail Store,3,70,408694,1460.9,9.1,8050010.1,5857700.4,86.8,179.1,90.4,180.9
Multifamily Housing,4,78,159623,636,5.5,3076931.4,3700884.5,58.4,107.6,61.1,109.7
K-12 School,1,3,430443,5702.4,13.2,26119870,37123716.8,146.9,260.5,156.9,271
Multifamily Housing,1.5,31,405149,2252,7.8,12941535.2,7598245,70.8,152.4,73.6,157.3
Multifamily Housing,4,65,55932,393.8,7,1038353.8,4621300.2,101.2,138.7,105.3,142.4
Residence Hall/Dormitory,4,81,61053,358.9,5.9,1500722.1,2720929.2,69.1,115.6,73.8,119.6
Office,3.5,77,3457865,19200.1,6,82280448.2,76821702.6,69.8,115.6,69.7,115.7
